#{"t_start": 1518458202.3852298, "env_id": null}
r,l,t
-495.524278,211,6.200697
-1219.644182,187,8.065176
-363.216124,160,11.377213
-7000.735324,222,14.862928
451.686158,170,18.272471
-309.706041,143,20.108684
-151.877224,153,23.710012
-394.896025,126,25.516007
-91.578927,158,28.855114
-329.689752,135,30.738546
437.738276,150,34.199703
-264.434329,146,35.982978
-305.442072,103,37.948566
-50.475666,161,41.204333
-338.012938,130,42.921725
152.088492,168,46.197221
-170.352051,156,48.021573
3669.622839,171,51.321872
4715.914562,186,54.654408
4763.677147,184,58.047591
121.132933,164,59.852427
99.678035,167,63.123803
-2.15791,163,66.544426
-723.254607,162,68.356545
-757.759981,157,71.961197
-1109.435302,155,74.073651
237.50097,144,77.285431
-1169.603481,158,79.36013
1355.513487,179,82.888541
-136.94498,171,86.208609
3328.529575,174,89.489666
-558.909372,163,91.44682
-56.604512,171,95.02941
3511.267138,183,98.367079
3657.678656,166,100.203655
409.132434,157,103.617423
78.440362,171,107.26497
-292.380854,168,109.095846
3758.161852,170,112.405709
3461.620115,158,115.842853
-6802.819507,253,119.556496
-354.430721,155,122.910628
3498.950125,156,124.792975
-337.021699,163,128.181479
-175.91106,175,131.492134
-407.319732,167,133.666257
-174.768207,175,137.250987
3495.179301,182,140.655131
-0.968821,146,142.753847
-65.548578,151,146.161989
-4592.497664,262,151.132625
2806.216288,167,153.198751
-4265.129052,248,158.13397
-250.923365,160,159.939782
5085.048029,187,163.287203
745.48134,146,166.589769
592.212806,176,168.440122
2332.435946,176,171.742608
-631.436608,158,175.024396
4613.551829,181,178.652297
4282.236495,180,180.5226
3052.290328,165,183.87002
1002.00372,97,185.5612
4881.9741,189,188.92107
1307.048448,107,190.621818
3959.915274,164,193.939829
3943.049408,175,195.795942
1381.04208,111,197.774442
3192.542909,159,201.049697
3411.258078,160,204.804053
3031.732247,152,206.872894
2943.031722,153,210.120219
2346.353371,137,212.192429
3737.580996,183,215.595585
3246.233368,154,217.731728
3974.959901,187,221.338012
4109.070868,177,224.679391
1068.752337,101,226.352658
3340.607331,155,229.630798
4944.328823,187,231.457128
875.123366,94,233.102666
2522.466103,136,236.340519
5148.925694,194,239.718941
-6.563752,25,239.773108
5313.667041,233,243.217265
4763.373842,183,246.842362
3997.574169,182,250.180914
1714.830792,118,251.910332
2625.236023,139,255.623461
1072.102242,102,257.787113
5314.212353,227,261.303027
76.382791,46,261.398336
5625.068125,244,266.417667
0,1,266.425191
5616.127919,200,269.935313
1198.031667,108,271.659572
371.951242,72,273.304415
1655.73516,120,275.046142
2541.832398,141,276.793826
1852.807489,126,278.532194
4068.653772,200,282.232846
1105.977024,139,285.686903
3846.071526,190,289.040113
2091.579572,126,291.087474
3170.54673,189,294.594455
1581.995855,128,296.741354
2067.491355,131,298.52107
3433.257186,182,301.905121
3273.276312,183,305.241257
1263.70661,109,306.942783
3418.975331,192,310.306637
4117.624504,208,313.721525
4093.062537,203,317.394505
5272.983005,223,320.834623
2903.462136,193,324.189264
3537.707458,173,327.535712
4076.754974,218,331.046656
4577.777393,217,334.456256
2738.18,174,337.914453
4916.155751,341,345.697387
1547.090071,120,347.527792
2595.525564,166,349.357702
4554.855405,238,354.481035
3007.186157,152,356.234981
5841.423607,251,361.110284
3541.401518,206,364.533998
2547.016071,138,366.3009
2799.730432,164,369.613405
2719.790509,143,371.384602
3330.945658,197,374.755094
2439.99362,163,378.054406
3807.007903,202,381.416502
5998.50364,247,384.842566
5032.486178,230,390.035179
1850.365316,122,391.795414
2222.437302,145,393.551462
1096.108023,112,396.732622
4787.947165,215,400.668685
3589.493588,193,404.338937
1221.98573,159,406.153435
6645.84095,221,409.576458
4547.05109,172,412.909448
3605.709847,188,416.27051
5000.870507,214,420.048197
905.686289,107,422.073615
4490.723822,220,425.580779
1382.40872,111,428.770226
4919.446773,224,432.150773
4191.687802,175,436.016573
2179.876297,149,438.124971
2010.972142,146,439.923989
-9509.05558,424,448.164207
5237.322092,199,451.565051
4542.573887,192,454.929113
1820.286479,126,456.993345
-2712.61025,227,460.452096
4373.996233,169,463.764021
4811.390075,206,467.174502
1490.697392,171,470.532717
4574.274986,175,472.370427
2548.289899,172,475.701872
4861.309363,179,479.086199
4762.73688,200,482.451525
2764.497072,152,484.464507
3307.054991,191,488.010664
3898.200425,161,491.629692
4410.379425,212,495.027796
-600.787419,181,498.415384
2942.114171,145,500.206193
0,1,500.213335
3147.81989,171,503.840422
3245.650113,178,507.791433
5056.163161,178,511.164889
3128.504546,160,513.007135
3582.246455,169,517.287517
3678.240753,172,520.843042
2389.594351,164,522.666421
3070.12263,166,526.025484
4863.264063,177,530.185845
4562.990716,177,532.239722
5739.773018,193,535.644228
4400.355556,171,539.052543
4490.365689,172,542.438385
2958.264529,165,544.3239
3694.718812,170,547.749249
5723.491984,194,551.30354
4790.6038,181,554.803262
3424.71215,164,558.275564
3970.391093,165,560.19995
3586.152712,157,563.948385
4336.63562,175,565.881499
2417.401558,150,569.35032
3445.499281,173,572.857824
5096.132393,184,576.452327
4701.696262,180,578.607885
4212.256385,164,582.730611
4102.105995,170,586.245895
4080.680156,172,588.64999
4196.476322,170,592.405518
688.64971,174,596.198429
4056.0932,170,599.709269
2556.275418,156,602.293784
1769.732414,171,606.315779
2808.835416,164,608.236777
4317.246866,175,612.198594
2739.307879,154,615.678693
4223.270248,168,617.580858
2917.401353,166,621.058826
3530.366225,162,624.691275
3623.293419,163,626.60534
2631.925657,158,630.052326
3234.283393,158,633.500708
3851.212338,167,635.401823
4425.513313,175,639.192518
2808.200226,146,641.05387
2663.518977,161,644.555043
3466.150236,151,648.025643
178.540081,170,649.944963
4171.21059,165,653.361959
4301.119037,174,656.861483
4440.605617,175,658.809487
2337.893421,162,662.285225
2770.568204,161,665.80862
4312.182432,172,667.810992
4158.470223,169,671.50335
2592.619328,162,675.630735
4815.725794,181,677.583908
1791.765009,160,681.212522
2038.04967,127,683.08677
2640.768671,172,686.637989
2927.859893,163,690.164348
4499.007729,169,692.101192
3872.024158,169,695.666332
2849.767218,161,699.164859
2463.189612,164,701.080212
3003.971379,154,704.626703
3076.226379,161,706.582106
2681.16451,165,710.141116
2495.289631,154,714.108138
3400.876295,163,716.048218
3158.946842,160,719.621582
3313.677225,159,721.558124
2714.846552,158,725.096781
2070.914487,150,728.706408
2139.383489,172,730.677457
4992.810845,184,734.309686
2503.387048,139,736.205749
3850.954219,178,739.890749
3916.471715,168,743.506612
3228.206698,157,745.487183
1774.824619,161,749.408457
3631.502265,165,752.999371
13.051489,165,754.989855
5890.58384,202,758.714417
2306.379702,157,762.323474
2527.291524,155,765.963768
2781.990368,145,767.991415
1546.421821,143,770.152534
1307.930539,144,773.823152
3890.704907,166,777.514046
2852.700913,164,779.534986
1611.984512,152,783.415155
2028.775497,169,785.413241
3282.710563,152,789.717264
3651.951436,175,793.370895
4585.848966,173,795.362454
1730.35208,167,799.204601
4544.604595,171,802.847537
4792.739749,178,806.500046
2622.329416,161,808.48
1434.375407,173,812.145081
3474.293299,163,815.822677
5019.624478,180,817.848384
5150.447834,182,821.543125
-1501.919154,300,827.488104
2339.431352,166,831.158884
3108.40358,162,833.166034
4059.534196,170,836.816198
1966.358339,164,840.422592
4455.19619,179,844.09954
2131.060622,158,846.069209
2242.789663,166,849.721877
2630.992889,154,851.770982
4315.023372,173,855.535736
2580.050513,167,859.198697
4272.900277,174,861.20846
4226.649354,174,865.29415
2299.064667,155,868.951801
3127.984774,163,870.953129
4833.614936,180,874.685274
1237.065772,164,878.378325
3031.429831,167,880.362414
2011.754793,162,883.996493
3324.760249,167,887.63747
4743.337879,180,891.333502
4737.865313,177,893.34939
4995.672278,179,897.034832
3134.376598,160,901.004379
4837.669418,194,904.701105
4222.106759,201,908.438621
5023.60937,180,910.481551
3169.943348,161,914.156451
4159.227107,167,917.796051
-49.959149,479,927.012342
3504.76756,170,928.996758
3729.389176,192,932.69772
3567.970858,173,936.349444
3040.447657,143,938.607056
-1426.863782,198,942.309473
5596.452171,193,946.048964
3327.502944,178,949.72627
4543.261799,174,953.37149
2224.279248,167,955.395277
3627.751248,178,959.18395
4205.477081,170,962.895319
3159.274698,177,966.584809
1403.777977,162,968.58519
4377.527658,200,972.332406
3461.671548,181,976.271616
4069.542879,178,979.950073
5419.313571,187,983.692028
5529.707352,189,987.445784
3408.416314,197,991.228709
5637.371678,190,994.98006
4616.999681,179,997.00711
3870.475991,168,1000.686091
2668.448798,156,1004.336256
4123.280033,170,1006.34273
3442.102577,179,1010.044509
3466.302076,174,1014.043584
2740.131971,141,1015.993044
4956.835174,185,1019.680192
3276.727324,172,1023.33698
4429.207825,204,1027.054026
1113.122807,183,1030.702753
1372.424176,172,1032.782375
3167.118919,159,1036.749162
4319.176809,175,1040.363764
4603.075271,178,1042.349186
3042.267888,181,1046.029876
1088.301101,183,1049.705696
2186.600766,160,1053.880918
2872.680695,173,1055.926627
4914.962444,196,1059.629935
2537.517388,174,1063.288838
3532.401637,163,1066.933763
772.331584,163,1068.890298
145.28252,199,1072.555873
3797.109546,186,1076.66838
-648.353911,179,1080.354578
4977.539216,183,1084.055469
2178.465404,161,1086.05313
4071.804289,179,1090.158051
4278.804549,176,1093.880357
3003.083199,159,1097.592292
3687.076566,172,1099.719436
3971.448105,177,1103.552115
3423.163758,166,1107.245284
3548.131126,179,1110.953067
-3368.375676,262,1114.904624
2957.997158,154,1118.594615
5562.36243,190,1122.309881
4286.821394,192,1126.077453
4215.217207,172,1128.433446
4631.717244,179,1132.182324
3113.582195,176,1135.908997
2581.855156,157,1138.218907
3770.397689,174,1142.003743
-1701.265234,206,1145.747769
2432.73298,162,1149.455162
2129.759839,162,1151.441672
4413.467091,180,1155.135599
2195.793268,171,1158.830458
2490.313195,162,1162.504956
1659.086845,164,1164.516735
4276.586837,176,1168.569259
4005.128818,178,1172.30603
3570.456637,168,1174.37137
5138.900491,194,1178.092981
3005.889963,176,1181.830994
2399.955198,163,1185.581132
4311.746907,179,1189.330169
2601.580465,166,1191.358749
3075.935348,185,1195.115886
3976.377864,174,1198.851929
4479.403723,175,1202.589514
3156.490612,182,1204.997125
1644.887541,154,1208.712098
4408.166146,184,1212.450243
4463.490975,194,1216.215635
1768.351587,156,1218.24912
1584.851635,159,1222.03991
4592.668016,187,1225.915967
4650.285609,183,1229.709692
5009.330724,200,1233.502687
2622.988422,173,1235.523422
4815.512986,191,1239.316133
3888.609908,188,1243.472718
4253.576582,174,1247.241663
3435.724519,157,1249.268296
3472.712171,168,1253.02023
4493.478129,179,1256.79378
3523.357505,167,1258.80888
3858.373114,187,1262.596203
284.953879,180,1266.324556
4586.121025,178,1270.055866
3095.375333,188,1273.840159
3181.228471,149,1275.844735
2394.097591,166,1279.59339
2977.726438,169,1283.766604
4736.739037,184,1287.543752
4640.429422,207,1291.404519
4493.60079,192,1293.497398
3945.899256,171,1297.269305
788.063059,293,1302.958029
3449.910703,160,1306.678302
3756.121273,174,1308.74033
3751.379848,155,1312.475622
3145.046769,187,1316.280213
3997.388887,181,1320.487537
3949.002876,190,1324.255034
3813.743923,174,1326.323551
4204.137716,180,1330.139132
3920.156162,240,1335.697088
4934.355449,185,1337.825458
5262.841574,208,1341.773213
4724.675005,184,1345.538312
4220.921547,174,1349.309839
1279.021634,199,1353.122973
2195.90802,166,1356.859846
3654.942236,174,1359.197253
1881.428249,177,1363.001438
0,1,1363.007286
-9858.73467,444,1372.388982
2546.726199,162,1374.414773
4179.843402,185,1378.236538
4133.711804,173,1382.002878
4317.616221,184,1385.79875
267.62686,176,1387.855298
2850.302102,189,1391.720992
6452.559452,259,1397.722139
2739.496227,159,1401.490806
-3654.173295,257,1405.43882
5137.777426,179,1409.21954
3670.250118,195,1413.037998
4298.432811,224,1416.927126
3390.842627,186,1420.891698
2926.319446,191,1424.680256
4133.100933,170,1428.433715
3066.030618,160,1430.466589
-1469.39175,246,1436.412652
4898.212889,189,1440.213202
2039.362047,187,1442.291666
2833.369303,201,1446.109516
2294.993137,166,1449.961218
3038.029742,215,1453.845417
3968.465338,178,1457.616789
4715.650829,190,1461.414668
5037.509206,189,1465.188076
5131.172052,188,1468.947552
4424.124484,200,1472.734734
4529.275153,181,1475.115835
2820.60669,172,1478.869359
1640.794803,172,1482.616223
5011.13596,181,1486.409037
2161.277966,136,1488.41674
4245.437228,205,1492.234217
5281.556572,187,1496.233988
4663.170101,171,1499.967077
242.117521,183,1503.765997
5702.686134,190,1505.84652
4872.78998,180,1509.589458
5301.800838,175,1514.115307
5048.665664,181,1517.848382
2435.824219,133,1519.796463
4062.38061,173,1523.508909
4062.337663,170,1527.207834
4474.267164,175,1529.237296
5050.922252,182,1533.009151
4249.440712,174,1536.779794
5386.126295,192,1540.586757
2079.858232,163,1542.62709
4303.502206,172,1546.375792
-285.477317,210,1550.169601
4941.175654,176,1554.504066
3770.597659,152,1558.218451
5322.422335,189,1560.294005
5037.02982,174,1564.02516
3314.814563,156,1567.708576
3522.517146,176,1569.744787
890.855909,175,1573.500345
4044.736384,166,1577.23243
4101.508587,160,1579.233501
3502.401138,162,1582.955318
3265.795392,167,1586.659654
4142.090073,161,1588.681181
4376.634877,163,1593.202216
3564.090188,168,1596.938832
4796.696787,179,1599.01188
666.380966,182,1602.762929
5212.393126,205,1606.706625
4265.162044,155,1610.448785
3792.788774,188,1614.239461
-481.770248,182,1618.015058
3334.51713,154,1620.034053
2261.743338,158,1623.755986
-53.188006,192,1627.54428
1183.708896,169,1630.145401
174.522894,181,1633.924366
3958.866062,169,1637.683609
768.482176,180,1641.482587
5376.405009,199,1645.311685
4188.98491,183,1647.384955
4122.159972,167,1651.162987
2748.605162,156,1654.886348
2713.753109,163,1656.924761
2430.815089,142,1660.623934
3898.686216,174,1662.692018
2572.682979,160,1666.420667
461.856045,166,1670.744606
1348.13022,168,1672.754184
2709.691262,176,1676.477135
767.052612,165,1680.161182
-1642.259672,209,1683.953311
3210.544713,167,1687.700977
2517.212945,174,1689.754019
377.882526,196,1693.543348
1151.41355,174,1697.309347
-205.608265,215,1701.208901
797.101216,208,1705.070946
2689.140785,168,1709.241496
3614.859858,164,1712.994248
3781.245504,167,1715.05728
3890.569426,181,1718.940079
4510.153903,188,1722.758876
1134.397358,188,1726.59031
1353.84437,180,1730.541258
3585.945078,184,1732.620031
4277.64379,173,1736.427255
1908.651257,165,1740.202407
4678.233032,190,1744.064861
-7484.651221,367,1750.673214
2775.392234,182,1754.477002
4307.283145,186,1758.26921
5025.465225,193,1762.086126
4967.715253,182,1765.853543
5296.137829,186,1769.632182
4712.442946,190,1773.442619
1698.049259,177,1775.542301
