#{"env_id": null, "t_start": 1519358232.967282}
r,l,t
-707.343085,138,2.872783
-2701.042835,171,4.611736
-494.656515,89,4.866811
-268.291397,114,7.039149
-6834.258531,201,8.948897
264.512998,120,9.91717
-743.797716,208,12.049088
-10627.167871,339,15.69944
937.476323,136,17.452602
-1137.409271,150,18.431279
-584.100782,134,19.284916
-5538.912885,201,21.669855
-1034.865505,134,22.47821
-3845.432619,294,24.718057
-750.76905,152,25.570373
-1970.994653,133,26.989168
-1005.411929,133,27.807203
-2886.654911,209,29.997704
200.433689,119,30.932367
-86.417811,166,33.194218
211.610417,156,34.393677
-7259.433701,214,37.502904
-3754.414694,153,38.571685
-6454.296714,158,41.053154
-5237.122324,215,43.034859
-687.281469,169,45.068933
-4697.420485,342,47.670635
-8324.748584,284,50.53804
-1881.518221,161,51.530585
-749.099843,356,54.965788
849.336926,146,55.80339
1421.591336,158,57.811663
1047.430535,142,59.002667
-216.880579,233,62.318818
470.446487,185,64.044021
-7099.777688,305,66.706852
-2664.361137,285,69.667767
360.055092,277,72.008156
-3056.173974,152,74.001201
-440.167964,191,76.079116
-1059.307564,164,77.423715
-3452.054543,210,79.136046
439.927721,216,81.635193
-1664.095892,207,83.428856
-295.170558,244,85.148301
958.726919,135,86.023439
1345.177669,187,87.635516
-4324.494143,352,91.707537
-1071.903115,156,92.721714
-1953.107415,196,94.344423
-178.652772,141,95.871658
-310.276032,106,96.888222
3261.367544,244,99.154802
-2509.193558,195,101.230887
-2600.755788,196,103.509141
3928.255647,189,105.705553
-1495.583323,161,107.269329
2847.289241,113,108.113934
738.244283,310,110.596904
3939.216671,239,112.294878
-757.175575,182,114.104226
2005.078059,142,116.048344
114.660232,106,117.103346
-177.922118,176,117.982801
350.425063,102,118.764668
1886.663266,166,120.688082
1661.953229,100,121.625425
3941.900994,236,123.483082
1707.486975,152,125.222723
3933.412717,188,126.928768
-3404.952812,227,128.603682
709.562986,143,130.137265
-7566.545307,210,131.784302
-394.219711,53,131.877829
598.057024,205,133.51744
4106.91067,168,135.226749
1064.536913,181,137.400513
973.847422,217,139.893162
3674.601216,180,141.674348
4847.049871,151,142.564329
3133.490298,189,144.288972
537.025043,130,145.477831
4333.774674,149,147.278675
